POS,NN,Ndist,Nweight
"[0.0, 0.0]","[78, 208, 65, 40, 26, 98, 316, 426, 160, 226, 21, 158, 280, 38]","[0.050144871525758306, 0.05847481539617805, 0.06010201539127555, 0.09416201085619828, 0.10381033282277559, 0.11271316316621256, 0.112734509807493, 0.11350357467038351, 0.11395771920653804, 0.12114632838068483, 0.12143541247132382, 0.12305466743078179, 0.12469824471868918, 0.12837227215783426]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.0, 1.0]","[476, 477, 283, 445, 479, 103, 326, 296, 256, 261, 222, 412, 186, 385]","[0.05704215947331969, 0.060034090719080634, 0.07496052619437653, 0.07814606063074273, 0.09854417104802182, 0.10825130155919789, 0.12613823780936276, 0.13774849685252386, 0.15781846036968034, 0.15894307769902719, 0.16268336677047654, 0.1682434186606421, 0.17329519646511304, 0.17685944130924902]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.0991523474613043, 0.845425543859093]","[437, 186, 326, 412, 100, 256, 169, 467, 479, 109, 443, 222, 328, 306]","[0.04436737664023648, 0.044540430250815895, 0.05832515039204463, 0.061628450889121375, 0.06962260980788358, 0.07837589232767708, 0.07861798906137982, 0.08136901887161087, 0.08510155256045301, 0.08570952981253263, 0.08664528899137477, 0.08834070953829322, 0.0925457886588439, 0.09304322047752134]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.37556346481449077, 0.13983027256462088]","[436, 182, 89, 43, 460, 355, 474, 191, 276, 350, 487, 383, 286, 492]","[0.018619837043109464, 0.03258579263908283, 0.03653836186324404, 0.04014115463667769, 0.06815842390200977, 0.06933469894489802, 0.07294220046579816, 0.07314296123175715, 0.09031345439106733, 0.09375279102576657, 0.10155705547460232, 0.1037787563986725, 0.10846208881562211, 0.11062976867750056]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.313649454579649, 0.623870794794839]","[489, 131, 500, 121, 365, 184, 335, 432, 400, 485, 419, 228, 133, 233]","[0.02260321470969087, 0.02300130953166668, 0.023708971358731522, 0.025847096414344996, 0.047202758521711206, 0.048251791707684316, 0.049406124430248416, 0.07507813436601972, 0.07586585466092363, 0.07795351795414046, 0.07839799814406845, 0.07853257615068046, 0.07974489565935547, 0.09384006924177382]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9271769826255659, 0.36312245714521696]","[81, 486, 153, 28, 224, 10, 288, 188, 420, 262, 347, 323, 331, 106]","[0.031407707024874505, 0.049184990966627005, 0.05656752340239732, 0.05662012172651138, 0.06255682993097689, 0.06924197308046222, 0.07019873221609028, 0.07105964582950632, 0.07601509773691564, 0.08108690783332914, 0.08803761527094524, 0.08803970596758237, 0.09076409069976946, 0.09982588599310452]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.17381227903653795, 0.9660413930554381]","[385, 203, 261, 60, 87, 254, 296, 141, 481, 256, 363, 103, 169, 368]","[0.0035848615313438413, 0.014237472026568892, 0.018621516274452327, 0.025430868443316563, 0.03983546101826093, 0.04608130378301815, 0.048567389762447, 0.05435060501647796, 0.05477856163668631, 0.06435186905822088, 0.06570274120399014, 0.08323128162335118, 0.08869389752894125, 0.09181168969427157]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.41825399123542895, 0.377864607151678]","[190, 36, 441, 297, 433, 151, 446, 396, 381, 414, 44, 421, 138, 227]","[0.014229661962847527, 0.032952405636787384, 0.041012292028683506, 0.057579099840990536, 0.05950285166905023, 0.06085656606413621, 0.06858933125173176, 0.0714206302096912, 0.07542613742025586, 0.08317117699410273, 0.08687613300113824, 0.09214613625495881, 0.09811315605355786, 0.09981136307006856]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8199182511543037, 0.4853279360761451]","[108, 223, 16, 177, 99, 484, 373, 409, 122, 27, 42, 91, 224, 274]","[0.024935940289078355, 0.04145685299873497, 0.0428011428243266, 0.04881850463936509, 0.050033571888176, 0.05223126870403076, 0.05780685238530615, 0.07902431270416008, 0.08328081912679049, 0.08353854750666713, 0.09186813391850146, 0.09906809002834502, 0.10063437253717972, 0.10263057821827026]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9472013685180722, 0.2968391650898019]","[420, 28, 323, 153, 393, 6, 57, 458, 379, 288, 293, 457, 294, 105]","[0.01930051334778979, 0.02374344781971894, 0.029047633162046598, 0.030603437943475892, 0.049259421845943105, 0.06924197308046222, 0.06933018382204705, 0.07066194151627485, 0.07232792171317262, 0.0733116320280567, 0.09083187619799468, 0.09258441159959785, 0.09452487620134699, 0.09505959550270196]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.4481375531372602, 0.6269343835448806]","[322, 174, 291, 400, 46, 146, 361, 312, 139, 115, 114, 184, 419, 232]","[0.004670541514039805, 0.029597527167938086, 0.03010486039827222, 0.05998462767880713, 0.06489839724412388, 0.0673253772756762, 0.08262757265775102, 0.08348858150907824, 0.08672817101222545, 0.09073003927841215, 0.09287756428037891, 0.09320206931803303, 0.09657733454585103, 0.09697938401093224]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9372474296100323, 0.13514886751236221]","[144, 405, 293, 380, 357, 88, 54, 18, 243, 379, 175, 294, 458, 406]","[0.03341832055361242, 0.036932317133155014, 0.07501949421923088, 0.07514699208441115, 0.07569960718145119, 0.08383009550212665, 0.08644491678437204, 0.0869486914308399, 0.08966949516957347, 0.09419214103113957, 0.09419639170908263, 0.09863639451809741, 0.1014414260974317, 0.10178413544258219]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.46961445541397406, 0.930984036910806]","[201, 311, 118, 149, 473, 427, 310, 392, 422, 37, 482, 354, 342, 247]","[0.02186370058385701, 0.026233566917355292, 0.03155103373608393, 0.053429856851369036, 0.055023762992992734, 0.06199817583068222, 0.06262392782801947, 0.0649982543313817, 0.07275808981617772, 0.07448312160562875, 0.07819729260653599, 0.08031495392060028, 0.08095457061825705, 0.08278595744824864]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7987361694033356, 0.7980497498083359]","[111, 453, 372, 452, 364, 20, 83, 97, 496, 497, 269, 447, 80, 41]","[0.030567245565073196, 0.03494092670860414, 0.04726493084267131, 0.04939485632933898, 0.05346044525229793, 0.05365558544018866, 0.05548426348361864, 0.05848495542611615, 0.06900596880137204, 0.06957452034602465, 0.07744093924451785, 0.08393161205270201, 0.09001969407737602, 0.10418163861185292]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.20149411506839787, 0.03434910505334443]","[315, 51, 200, 334, 207, 459, 287, 404, 319, 346, 17, 38, 478, 158]","[0.01618069801847311, 0.02033914600371495, 0.025214806806546045, 0.034667912217484935, 0.04547672337824948, 0.0489596827955765, 0.050124747901958866, 0.05791452386764536, 0.06880196200794492, 0.06920199018614429, 0.07283834490893029, 0.07767830900072174, 0.07790549594469859, 0.08292033679835707]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8110823942486033, 0.5272071129998908]","[99, 223, 484, 409, 9, 108, 373, 309, 193, 91, 42, 285, 345, 177]","[0.011554193357262342, 0.021490305738185313, 0.022911889578632192, 0.03975984334654364, 0.0428011428243266, 0.0570879467026748, 0.059734031175197974, 0.06487246114770805, 0.07023014305756956, 0.07655425713139334, 0.08454744949493409, 0.08772700137471506, 0.0877797758811003, 0.09097702208784582]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.1311775107337103, 0.01534911442410225]","[158, 38, 404, 98, 459, 21, 426, 40, 160, 200, 26, 280, 15, 65]","[0.010974457959557607, 0.019951479512050816, 0.023920590862450197, 0.024073766098894937, 0.024427312356124546, 0.02827707836012705, 0.03314151975331118, 0.03951863756578451, 0.04396908792819631, 0.0481597094788142, 0.05057113356761932, 0.06540157670635985, 0.07283834490893029, 0.0732210260879207]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8607022924574267, 0.09390669346898506]","[243, 54, 406, 380, 175, 405, 353, 79, 305, 357, 278, 12, 179, 324]","[0.01972250318640228, 0.027759450056589814, 0.03172449010958229, 0.03668432506659688, 0.054231398394285646, 0.06500278135616382, 0.06997920702838066, 0.07271523397915011, 0.07705190813140332, 0.07736963933637936, 0.07978499061567669, 0.0869486914308399, 0.08948545374851942, 0.09334003360468929]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5818891042758076, 0.6763691579555822]","[238, 395, 390, 194, 394, 218, 384, 114, 352, 230, 155, 361, 337, 174]","[0.030108544683136215, 0.03039152820041041, 0.04043630848032369, 0.06875955970409717, 0.07277489379028833, 0.07565993247188525, 0.07838020108451357, 0.07919985425820952, 0.0900697190203777, 0.094869453360801, 0.1019082006937209, 0.10727738237291845, 0.11385206582732692, 0.11472694357922777]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8319918442525515, 0.840156541888149]","[364, 453, 111, 97, 14, 269, 225, 429, 41, 425, 244, 83, 49, 372]","[0.008624274012873342, 0.021292784584154446, 0.024742362194881115, 0.0451661873746434, 0.05365558544018866, 0.055489899849047224, 0.0712400531129155, 0.07984534107340724, 0.08695742424200446, 0.0911057065538991, 0.09547383519813206, 0.09813992940741192, 0.09958499051755046, 0.10083363524513883]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.11512734729711238, 0.03862969461969146]","[426, 38, 98, 160, 26, 17, 404, 158, 280, 459, 40, 65, 200, 78]","[0.00819138648450964, 0.009896770433778134, 0.013661401077084566, 0.01604886405723168, 0.02458779947367034, 0.02827707836012705, 0.02861124610285474, 0.031289291942564246, 0.03749197718839898, 0.04030905471296985, 0.042609665172755176, 0.061518763599001096, 0.0616355515279306, 0.0785762336682251]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.07213969606852166, 0.6894085134053262]","[367, 110, 163, 102, 411, 245, 449, 52, 448, 275, 35, 272, 454, 55]","[0.004089366652567625, 0.036256330635041883, 0.03769662114801924, 0.047169793259181525, 0.04921606124255248, 0.05263939615227841, 0.06748856412856465, 0.07326222101763205, 0.07514964247735653, 0.09377419051740259, 0.09571276597509357, 0.09573090769782727, 0.09650575676065344, 0.09826556978526668]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5209419095081548, 0.20093606308381928]","[239, 185, 157, 469, 132, 171, 136, 487, 350, 214, 295, 197, 213, 75]","[0.011567568083985643, 0.032068772789598264, 0.03296303329550242, 0.03353357741973859, 0.03642167852009315, 0.06087444631738009, 0.0619349984501955, 0.06388656263847296, 0.07943381050332986, 0.07948523127098739, 0.08411651167890348, 0.08820445184015899, 0.09017258602863755, 0.09184529471960232]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.3112281510479944, 0.027231542939643694]","[211, 494, 196, 478, 491, 460, 474, 334, 378, 43, 315, 207, 51, 15]","[0.011865058128809395, 0.012398614119732717, 0.01914354108022488, 0.03678655568012483, 0.059050413343043534, 0.07827162075714111, 0.08700575402403561, 0.08837859140997475, 0.08887963217496629, 0.08989064798073182, 0.09379193018918955, 0.09607334486934818, 0.10372089732751585, 0.10996462314223503]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.20529508358747994, 0.6213184977513827]","[472, 260, 455, 241, 90, 485, 318, 55, 450, 202, 454, 68, 198, 121]","[0.032302730135105893, 0.04321965720832534, 0.04803564756053215, 0.04916621253059865, 0.06156204929249934, 0.07805200089377891, 0.08044021068309931, 0.08138356566916348, 0.0891065757334074, 0.09407379399267868, 0.09523474608417226, 0.09583331259476616, 0.0987189354741494, 0.10231273423105029]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
